site_id,site_name,catchment,service_id,service_line,service_group,unit_id,unit_name,capacity,physical_beds,staffed_beds,effective_beds,effective_beds_lost,census,occupancy_pct,staffing_gap_pct,ed_boarders,ed_admissions_awaiting_bed,consult_bottleneck_count,transfer_in_requests,transfer_out_requests,discharge_barriers,predicted_admissions_24h,predicted_discharges_24h,rn_required,rn_available,staffing_gap_hours,required_hours,available_hours,allied_health_gap_hours,hr_risk_index,variable_staffing_cost_k,resource_ceiling_k,margin_pressure_k,respiratory_context_index,aqhi_smoke_index,school_calendar_pressure,open_data_adjustment,source_readiness,classification,confidence,tone,lineage_panel_id,source_ids,model_ids,warning_ids,caveat
SITE_STOLLERY_INSPIRED,Stollery-inspired,North provincial catchment,short_stay,Short stay,short stay,SITE_STOLLERY_INSPIRED_SHORT_STAY,Short stay unit,21,21,19,18,1,15,0.833,0.031,3,3,1,0,0,3,4,2,91.2,87.8,3.4,108.6,105.2,3.0,0.159,0.6,10.9,0,0.474,4.94,0,0.036,ready,derived,medium-high,good,PANEL_INPATIENT_COMMAND,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_BED_STATUS,SRC_SYNTH_ED_VISITS,SRC_SYNTH_TRANSFER_REQUESTS,SRC_SYNTH_DISCHARGE_BARRIERS,SRC_SYNTH_HR_SHIFT_ROSTER,SRC_SYNTH_FINANCE_COST_CENTER,SRC_OPEN_RESPIRATORY_VIRUS_DASHBOARD,SRC_OPEN_AQHI_SMOKE_CONTEXT,SRC_OPEN_SCHOOL_HOLIDAY_CALENDAR,SRC_OPEN_STATCAN_PED_POPULATION","INPT_OCCUPANCY_FORECAST,PICU_NICU_PRESSURE,DISCHARGE_BARRIER_RISK",,Synthetic aggregate unit posture; not validated for clinical decision-making.
SITE_STOLLERY_INSPIRED,Stollery-inspired,North provincial catchment,procedural_recovery,Procedural recovery,procedural,SITE_STOLLERY_INSPIRED_PROCEDURAL_RECOVERY,Procedural recovery unit,19,19,17,16,1,12,0.75,0.02,2,2,1,0,0,3,4,2,81.6,79.6,2.0,96.6,94.6,2.7,0.118,0.4,10.6,0,0.474,4.94,0,0.03,review,derived,medium,good,PANEL_INPATIENT_COMMAND,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_BED_STATUS,SRC_SYNTH_ED_VISITS,SRC_SYNTH_TRANSFER_REQUESTS,SRC_SYNTH_DISCHARGE_BARRIERS,SRC_SYNTH_HR_SHIFT_ROSTER,SRC_SYNTH_FINANCE_COST_CENTER,SRC_OPEN_RESPIRATORY_VIRUS_DASHBOARD,SRC_OPEN_AQHI_SMOKE_CONTEXT,SRC_OPEN_SCHOOL_HOLIDAY_CALENDAR,SRC_OPEN_STATCAN_PED_POPULATION","INPT_OCCUPANCY_FORECAST,PICU_NICU_PRESSURE,DISCHARGE_BARRIER_RISK",,Synthetic aggregate unit posture; not validated for clinical decision-making.
SITE_ACH_INSPIRED,Alberta Children's-inspired,South provincial catchment,general_pediatrics,General pediatrics,acute medicine,SITE_ACH_INSPIRED_GENERAL_PEDIATRICS,General pediatrics unit,34,34,31,28,3,27,0.964,0.13,7,7,3,1,0,5,7,3,148.8,125.4,23.4,178.2,154.8,4.6,0.508,4.9,14.3,0,0.474,4.94,0,0.043,ready,derived,medium-high,watch,PANEL_INPATIENT_COMMAND,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_BED_STATUS,SRC_SYNTH_ED_VISITS,SRC_SYNTH_TRANSFER_REQUESTS,SRC_SYNTH_DISCHARGE_BARRIERS,SRC_SYNTH_HR_SHIFT_ROSTER,SRC_SYNTH_FINANCE_COST_CENTER,SRC_OPEN_RESPIRATORY_VIRUS_DASHBOARD,SRC_OPEN_AQHI_SMOKE_CONTEXT,SRC_OPEN_SCHOOL_HOLIDAY_CALENDAR,SRC_OPEN_STATCAN_PED_POPULATION","INPT_OCCUPANCY_FORECAST,PICU_NICU_PRESSURE,DISCHARGE_BARRIER_RISK",WARN_SITE_ACH_INSPIRED_GENERAL_PEDIATRICS_HR,Synthetic aggregate unit posture; not validated for clinical decision-making.
SITE_ACH_INSPIRED,Alberta Children's-inspired,South provincial catchment,respiratory,Respiratory,acute medicine,SITE_ACH_INSPIRED_RESPIRATORY,Respiratory unit,30,30,26,24,2,25,1.042,0.226,10,10,4,1,0,5,7,3,124.8,90.7,34.1,150.4,116.3,5.1,0.825,8.6,13.4,0.3,0.474,4.94,0,0.058,review,derived,medium,high,PANEL_INPATIENT_COMMAND,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_BED_STATUS,SRC_SYNTH_ED_VISITS,SRC_SYNTH_TRANSFER_REQUESTS,SRC_SYNTH_DISCHARGE_BARRIERS,SRC_SYNTH_HR_SHIFT_ROSTER,SRC_SYNTH_FINANCE_COST_CENTER,SRC_OPEN_RESPIRATORY_VIRUS_DASHBOARD,SRC_OPEN_AQHI_SMOKE_CONTEXT,SRC_OPEN_SCHOOL_HOLIDAY_CALENDAR,SRC_OPEN_STATCAN_PED_POPULATION","INPT_OCCUPANCY_FORECAST,PICU_NICU_PRESSURE,DISCHARGE_BARRIER_RISK","WARN_SITE_ACH_INSPIRED_RESPIRATORY_OCCUPANCY,WARN_SITE_ACH_INSPIRED_RESPIRATORY_HR",Synthetic aggregate unit posture; not validated for clinical decision-making.
SITE_ACH_INSPIRED,Alberta Children's-inspired,South provincial catchment,surgery,Surgery,surgical,SITE_ACH_INSPIRED_SURGERY,Surgery unit,26,26,24,23,1,21,0.913,0.112,5,5,3,1,0,5,5,2,115.2,99.6,15.6,138.0,122.4,4.3,0.444,3.4,13.0,0,0.474,4.94,0,0.033,ready,derived,medium-high,good,PANEL_INPATIENT_COMMAND,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_BED_STATUS,SRC_SYNTH_ED_VISITS,SRC_SYNTH_TRANSFER_REQUESTS,SRC_SYNTH_DISCHARGE_BARRIERS,SRC_SYNTH_HR_SHIFT_ROSTER,SRC_SYNTH_FINANCE_COST_CENTER,SRC_OPEN_RESPIRATORY_VIRUS_DASHBOARD,SRC_OPEN_AQHI_SMOKE_CONTEXT,SRC_OPEN_SCHOOL_HOLIDAY_CALENDAR,SRC_OPEN_STATCAN_PED_POPULATION","INPT_OCCUPANCY_FORECAST,PICU_NICU_PRESSURE,DISCHARGE_BARRIER_RISK",WARN_SITE_ACH_INSPIRED_SURGERY_HR,Synthetic aggregate unit posture; not validated for clinical decision-making.
SITE_ACH_INSPIRED,Alberta Children's-inspired,South provincial catchment,picu,PICU,critical care,SITE_ACH_INSPIRED_PICU,PICU unit,16,16,14,13,1,14,1.077,0.198,8,8,6,3,0,2,4,2,67.2,49.1,18.1,81.2,63.1,2.3,0.68,6.5,11.2,0,0.474,4.94,0,0.038,review,derived,medium,high,PANEL_INPATIENT_COMMAND,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_BED_STATUS,SRC_SYNTH_ED_VISITS,SRC_SYNTH_TRANSFER_REQUESTS,SRC_SYNTH_DISCHARGE_BARRIERS,SRC_SYNTH_HR_SHIFT_ROSTER,SRC_SYNTH_FINANCE_COST_CENTER,SRC_OPEN_RESPIRATORY_VIRUS_DASHBOARD,SRC_OPEN_AQHI_SMOKE_CONTEXT,SRC_OPEN_SCHOOL_HOLIDAY_CALENDAR,SRC_OPEN_STATCAN_PED_POPULATION","INPT_OCCUPANCY_FORECAST,PICU_NICU_PRESSURE,DISCHARGE_BARRIER_RISK","WARN_SITE_ACH_INSPIRED_PICU_OCCUPANCY,WARN_SITE_ACH_INSPIRED_PICU_HR",Synthetic aggregate unit posture; not validated for clinical decision-making.
SITE_ACH_INSPIRED,Alberta Children's-inspired,South provincial catchment,nicu,NICU,critical care,SITE_ACH_INSPIRED_NICU,NICU unit,24,24,21,19,2,19,1.0,0.141,6,6,4,2,0,3,5,2,100.8,81.6,19.2,121.0,101.8,2.7,0.505,4.5,12.5,0,0.474,4.94,0,0.03,ready,derived,medium-high,watch,PANEL_INPATIENT_COMMAND,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_BED_STATUS,SRC_SYNTH_ED_VISITS,SRC_SYNTH_TRANSFER_REQUESTS,SRC_SYNTH_DISCHARGE_BARRIERS,SRC_SYNTH_HR_SHIFT_ROSTER,SRC_SYNTH_FINANCE_COST_CENTER,SRC_OPEN_RESPIRATORY_VIRUS_DASHBOARD,SRC_OPEN_AQHI_SMOKE_CONTEXT,SRC_OPEN_SCHOOL_HOLIDAY_CALENDAR,SRC_OPEN_STATCAN_PED_POPULATION","INPT_OCCUPANCY_FORECAST,PICU_NICU_PRESSURE,DISCHARGE_BARRIER_RISK",WARN_SITE_ACH_INSPIRED_NICU_HR,Synthetic aggregate unit posture; not validated for clinical decision-making.
SITE_ACH_INSPIRED,Alberta Children's-inspired,South provincial catchment,cardiology,Cardiology,medical specialty,SITE_ACH_INSPIRED_CARDIOLOGY,Cardiology unit,18,18,17,16,1,14,0.875,0.093,5,5,4,2,0,3,4,2,81.6,72.4,9.2,97.4,88.2,2.8,0.354,2.6,11.8,0,0.474,4.94,0,0.031,ready,derived,medium-high,good,PANEL_INPATIENT_COMMAND,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_BED_STATUS,SRC_SYNTH_ED_VISITS,SRC_SYNTH_TRANSFER_REQUESTS,SRC_SYNTH_DISCHARGE_BARRIERS,SRC_SYNTH_HR_SHIFT_ROSTER,SRC_SYNTH_FINANCE_COST_CENTER,SRC_OPEN_RESPIRATORY_VIRUS_DASHBOARD,SRC_OPEN_AQHI_SMOKE_CONTEXT,SRC_OPEN_SCHOOL_HOLIDAY_CALENDAR,SRC_OPEN_STATCAN_PED_POPULATION","INPT_OCCUPANCY_FORECAST,PICU_NICU_PRESSURE,DISCHARGE_BARRIER_RISK",WARN_SITE_ACH_INSPIRED_CARDIOLOGY_HR,Synthetic aggregate unit posture; not validated for clinical decision-making.
SITE_ACH_INSPIRED,Alberta Children's-inspired,South provincial catchment,oncology,Oncology,medical specialty,SITE_ACH_INSPIRED_ONCOLOGY,Oncology unit,20,20,18,17,1,16,0.941,0.131,5,5,3,1,0,4,4,2,86.4,72.7,13.7,103.6,89.9,3.4,0.487,3.1,11.9,0,0.474,4.94,0,0.028,ready,derived,medium-high,good,PANEL_INPATIENT_COMMAND,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_BED_STATUS,SRC_SYNTH_ED_VISITS,SRC_SYNTH_TRANSFER_REQUESTS,SRC_SYNTH_DISCHARGE_BARRIERS,SRC_SYNTH_HR_SHIFT_ROSTER,SRC_SYNTH_FINANCE_COST_CENTER,SRC_OPEN_RESPIRATORY_VIRUS_DASHBOARD,SRC_OPEN_AQHI_SMOKE_CONTEXT,SRC_OPEN_SCHOOL_HOLIDAY_CALENDAR,SRC_OPEN_STATCAN_PED_POPULATION","INPT_OCCUPANCY_FORECAST,PICU_NICU_PRESSURE,DISCHARGE_BARRIER_RISK",WARN_SITE_ACH_INSPIRED_ONCOLOGY_HR,Synthetic aggregate unit posture; not validated for clinical decision-making.
SITE_ACH_INSPIRED,Alberta Children's-inspired,South provincial catchment,neurology,Neurology,medical specialty,SITE_ACH_INSPIRED_NEUROLOGY,Neurology unit,18,18,16,15,1,13,0.867,0.027,5,5,3,1,0,2,4,1,76.8,74.3,2.5,91.6,89.1,2.1,0.128,0.9,11.6,0,0.474,4.94,0,0.033,ready,derived,medium-high,good,PANEL_INPATIENT_COMMAND,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_BED_STATUS,SRC_SYNTH_ED_VISITS,SRC_SYNTH_TRANSFER_REQUESTS,SRC_SYNTH_DISCHARGE_BARRIERS,SRC_SYNTH_HR_SHIFT_ROSTER,SRC_SYNTH_FINANCE_COST_CENTER,SRC_OPEN_RESPIRATORY_VIRUS_DASHBOARD,SRC_OPEN_AQHI_SMOKE_CONTEXT,SRC_OPEN_SCHOOL_HOLIDAY_CALENDAR,SRC_OPEN_STATCAN_PED_POPULATION","INPT_OCCUPANCY_FORECAST,PICU_NICU_PRESSURE,DISCHARGE_BARRIER_RISK",,Synthetic aggregate unit posture; not validated for clinical decision-making.
SITE_ACH_INSPIRED,Alberta Children's-inspired,South provincial catchment,mental_health,Mental health,mental health,SITE_ACH_INSPIRED_MENTAL_HEALTH,Mental health unit,22,22,20,19,1,18,0.947,0.111,5,5,3,1,0,3,5,2,96.0,83.1,12.9,115.2,102.3,2.6,0.407,2.9,12.3,0,0.474,4.94,0,0.026,ready,derived,medium-high,watch,PANEL_INPATIENT_COMMAND,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_BED_STATUS,SRC_SYNTH_ED_VISITS,SRC_SYNTH_TRANSFER_REQUESTS,SRC_SYNTH_DISCHARGE_BARRIERS,SRC_SYNTH_HR_SHIFT_ROSTER,SRC_SYNTH_FINANCE_COST_CENTER,SRC_OPEN_RESPIRATORY_VIRUS_DASHBOARD,SRC_OPEN_AQHI_SMOKE_CONTEXT,SRC_OPEN_SCHOOL_HOLIDAY_CALENDAR,SRC_OPEN_STATCAN_PED_POPULATION","INPT_OCCUPANCY_FORECAST,PICU_NICU_PRESSURE,DISCHARGE_BARRIER_RISK",WARN_SITE_ACH_INSPIRED_MENTAL_HEALTH_HR,Synthetic aggregate unit posture; not validated for clinical decision-making.
SITE_ACH_INSPIRED,Alberta Children's-inspired,South provincial catchment,complex_care,Complex care,complex care,SITE_ACH_INSPIRED_COMPLEX_CARE,Complex care unit,20,20,18,17,1,16,0.941,0.136,6,6,3,1,0,3,5,2,86.4,72.2,14.2,103.6,89.4,3.1,0.497,3.1,11.9,0,0.474,4.94,0,0.04,ready,derived,medium-high,watch,PANEL_INPATIENT_COMMAND,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_BED_STATUS,SRC_SYNTH_ED_VISITS,SRC_SYNTH_TRANSFER_REQUESTS,SRC_SYNTH_DISCHARGE_BARRIERS,SRC_SYNTH_HR_SHIFT_ROSTER,SRC_SYNTH_FINANCE_COST_CENTER,SRC_OPEN_RESPIRATORY_VIRUS_DASHBOARD,SRC_OPEN_AQHI_SMOKE_CONTEXT,SRC_OPEN_SCHOOL_HOLIDAY_CALENDAR,SRC_OPEN_STATCAN_PED_POPULATION","INPT_OCCUPANCY_FORECAST,PICU_NICU_PRESSURE,DISCHARGE_BARRIER_RISK",WARN_SITE_ACH_INSPIRED_COMPLEX_CARE_HR,Synthetic aggregate unit posture; not validated for clinical decision-making.
