site_id,unit_id,unit_name,scheduled_hours,required_hours,effective_beds_lost,workload_index,barrier,active_count,median_age_hours,p90_age_hours
SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_MENTAL_HEALTH,,,,,,equipment,5.0,6.1,16.3
SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_ONCOLOGY,,,,,,pharmacy,2.0,14.3,7.8
SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_ONCOLOGY,,,,,,transport,7.0,5.0,60.8
SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_ONCOLOGY,,,,,,imaging,3.0,30.0,7.6
SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_ONCOLOGY,,,,,,consult,7.0,7.1,10.2
SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_ONCOLOGY,,,,,,family_readiness,3.0,51.1,27.7
SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_ONCOLOGY,,,,,,home_supports,4.0,22.3,17.7
SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_ONCOLOGY,,,,,,equipment,5.0,32.8,60.8
SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_CARDIOLOGY,,,,,,pharmacy,3.0,15.6,22.7
SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_CARDIOLOGY,,,,,,transport,8.0,32.2,31.4
SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_CARDIOLOGY,,,,,,imaging,4.0,16.5,40.1
SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_CARDIOLOGY,,,,,,consult,1.0,15.3,28.8
SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_CARDIOLOGY,,,,,,family_readiness,3.0,15.0,20.5
SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_CARDIOLOGY,,,,,,home_supports,3.0,27.1,2.9
SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_CARDIOLOGY,,,,,,equipment,6.0,1.6,23.2
SITE_ACH_INSPIRED,SITE_ACH_INSPIRED_GENERAL_PEDIATRICS,,,,,,pharmacy,4.0,22.8,24.9
SITE_ACH_INSPIRED,SITE_ACH_INSPIRED_GENERAL_PEDIATRICS,,,,,,transport,6.0,20.6,33.6
SITE_ACH_INSPIRED,SITE_ACH_INSPIRED_GENERAL_PEDIATRICS,,,,,,imaging,1.0,3.9,33.5
SITE_ACH_INSPIRED,SITE_ACH_INSPIRED_GENERAL_PEDIATRICS,,,,,,consult,1.0,7.6,88.5
SITE_ACH_INSPIRED,SITE_ACH_INSPIRED_GENERAL_PEDIATRICS,,,,,,family_readiness,3.0,12.4,14.6
SITE_ACH_INSPIRED,SITE_ACH_INSPIRED_GENERAL_PEDIATRICS,,,,,,home_supports,4.0,9.6,54.4
SITE_ACH_INSPIRED,SITE_ACH_INSPIRED_GENERAL_PEDIATRICS,,,,,,equipment,5.0,10.3,36.1
SITE_ACH_INSPIRED,SITE_ACH_INSPIRED_RESPIRATORY,,,,,,pharmacy,9.0,11.7,47.1
SITE_ACH_INSPIRED,SITE_ACH_INSPIRED_RESPIRATORY,,,,,,transport,4.0,22.0,65.1
SITE_ACH_INSPIRED,SITE_ACH_INSPIRED_RESPIRATORY,,,,,,imaging,5.0,24.5,15.2
SITE_ACH_INSPIRED,SITE_ACH_INSPIRED_RESPIRATORY,,,,,,consult,2.0,4.7,26.6
SITE_ACH_INSPIRED,SITE_ACH_INSPIRED_RESPIRATORY,,,,,,family_readiness,4.0,27.7,11.3
SITE_ACH_INSPIRED,SITE_ACH_INSPIRED_RESPIRATORY,,,,,,home_supports,3.0,30.8,26.9
SITE_ACH_INSPIRED,SITE_ACH_INSPIRED_RESPIRATORY,,,,,,equipment,6.0,19.9,32.5
SITE_ACH_INSPIRED,SITE_ACH_INSPIRED_SURGERY,,,,,,pharmacy,4.0,23.9,84.0
SITE_ACH_INSPIRED,SITE_ACH_INSPIRED_SURGERY,,,,,,transport,5.0,12.1,28.6
SITE_ACH_INSPIRED,SITE_ACH_INSPIRED_SURGERY,,,,,,imaging,2.0,17.2,27.4
SITE_ACH_INSPIRED,SITE_ACH_INSPIRED_SURGERY,,,,,,consult,1.0,11.2,30.3
SITE_ACH_INSPIRED,SITE_ACH_INSPIRED_SURGERY,,,,,,family_readiness,2.0,5.7,25.8
SITE_ACH_INSPIRED,SITE_ACH_INSPIRED_SURGERY,,,,,,home_supports,7.0,9.4,29.5
SITE_ACH_INSPIRED,SITE_ACH_INSPIRED_SURGERY,,,,,,equipment,3.0,11.0,7.9
SITE_ACH_INSPIRED,SITE_ACH_INSPIRED_PICU,,,,,,pharmacy,5.0,47.1,20.3
SITE_ACH_INSPIRED,SITE_ACH_INSPIRED_PICU,,,,,,transport,4.0,21.6,74.7
SITE_ACH_INSPIRED,SITE_ACH_INSPIRED_PICU,,,,,,imaging,2.0,11.0,14.1
SITE_ACH_INSPIRED,SITE_ACH_INSPIRED_PICU,,,,,,consult,7.0,15.6,31.4
SITE_ACH_INSPIRED,SITE_ACH_INSPIRED_PICU,,,,,,family_readiness,9.0,30.6,82.4
SITE_ACH_INSPIRED,SITE_ACH_INSPIRED_PICU,,,,,,home_supports,1.0,34.1,15.0
SITE_ACH_INSPIRED,SITE_ACH_INSPIRED_PICU,,,,,,equipment,5.0,28.5,21.2
SITE_ACH_INSPIRED,SITE_ACH_INSPIRED_NICU,,,,,,pharmacy,1.0,14.1,13.0
SITE_ACH_INSPIRED,SITE_ACH_INSPIRED_NICU,,,,,,transport,10.0,18.3,47.9
SITE_ACH_INSPIRED,SITE_ACH_INSPIRED_NICU,,,,,,imaging,4.0,17.1,20.2
SITE_ACH_INSPIRED,SITE_ACH_INSPIRED_NICU,,,,,,consult,3.0,15.1,19.5
SITE_ACH_INSPIRED,SITE_ACH_INSPIRED_NICU,,,,,,family_readiness,4.0,6.4,23.2
SITE_ACH_INSPIRED,SITE_ACH_INSPIRED_NICU,,,,,,home_supports,5.0,29.8,30.5
SITE_ACH_INSPIRED,SITE_ACH_INSPIRED_NICU,,,,,,equipment,7.0,6.9,14.2
SITE_ACH_INSPIRED,SITE_ACH_INSPIRED_MENTAL_HEALTH,,,,,,pharmacy,4.0,3.3,22.7
SITE_ACH_INSPIRED,SITE_ACH_INSPIRED_MENTAL_HEALTH,,,,,,transport,4.0,14.1,21.1
SITE_ACH_INSPIRED,SITE_ACH_INSPIRED_MENTAL_HEALTH,,,,,,imaging,6.0,3.6,13.1
SITE_ACH_INSPIRED,SITE_ACH_INSPIRED_MENTAL_HEALTH,,,,,,consult,8.0,6.4,24.6
SITE_ACH_INSPIRED,SITE_ACH_INSPIRED_MENTAL_HEALTH,,,,,,family_readiness,4.0,7.4,31.3
SITE_ACH_INSPIRED,SITE_ACH_INSPIRED_MENTAL_HEALTH,,,,,,home_supports,7.0,2.4,48.4
SITE_ACH_INSPIRED,SITE_ACH_INSPIRED_MENTAL_HEALTH,,,,,,equipment,3.0,18.8,10.1
SITE_ACH_INSPIRED,SITE_ACH_INSPIRED_ONCOLOGY,,,,,,pharmacy,2.0,26.7,48.4
SITE_ACH_INSPIRED,SITE_ACH_INSPIRED_ONCOLOGY,,,,,,transport,3.0,10.7,17.0
SITE_ACH_INSPIRED,SITE_ACH_INSPIRED_ONCOLOGY,,,,,,imaging,2.0,51.5,45.5
SITE_ACH_INSPIRED,SITE_ACH_INSPIRED_ONCOLOGY,,,,,,consult,4.0,16.3,44.5
SITE_ACH_INSPIRED,SITE_ACH_INSPIRED_ONCOLOGY,,,,,,family_readiness,2.0,34.0,79.7
SITE_ACH_INSPIRED,SITE_ACH_INSPIRED_ONCOLOGY,,,,,,home_supports,2.0,26.5,25.9
SITE_ACH_INSPIRED,SITE_ACH_INSPIRED_ONCOLOGY,,,,,,equipment,3.0,11.0,54.0
SITE_ACH_INSPIRED,SITE_ACH_INSPIRED_CARDIOLOGY,,,,,,pharmacy,2.0,23.5,8.7
SITE_ACH_INSPIRED,SITE_ACH_INSPIRED_CARDIOLOGY,,,,,,transport,6.0,22.2,18.3
SITE_ACH_INSPIRED,SITE_ACH_INSPIRED_CARDIOLOGY,,,,,,imaging,1.0,12.5,8.4
SITE_ACH_INSPIRED,SITE_ACH_INSPIRED_CARDIOLOGY,,,,,,consult,2.0,30.3,1.8
SITE_ACH_INSPIRED,SITE_ACH_INSPIRED_CARDIOLOGY,,,,,,family_readiness,4.0,28.6,62.2
SITE_ACH_INSPIRED,SITE_ACH_INSPIRED_CARDIOLOGY,,,,,,home_supports,2.0,4.7,31.8
SITE_ACH_INSPIRED,SITE_ACH_INSPIRED_CARDIOLOGY,,,,,,equipment,4.0,17.0,72.3
SITE_PROV_NETWORK,SITE_PROV_NETWORK_GENERAL_PEDIATRICS,,,,,,pharmacy,4.0,10.5,5.0
SITE_PROV_NETWORK,SITE_PROV_NETWORK_GENERAL_PEDIATRICS,,,,,,transport,2.0,9.8,9.6
SITE_PROV_NETWORK,SITE_PROV_NETWORK_GENERAL_PEDIATRICS,,,,,,imaging,3.0,10.5,26.5
SITE_PROV_NETWORK,SITE_PROV_NETWORK_GENERAL_PEDIATRICS,,,,,,consult,5.0,38.1,21.8
SITE_PROV_NETWORK,SITE_PROV_NETWORK_GENERAL_PEDIATRICS,,,,,,family_readiness,4.0,5.9,66.1
SITE_PROV_NETWORK,SITE_PROV_NETWORK_GENERAL_PEDIATRICS,,,,,,home_supports,1.0,55.1,31.0
SITE_PROV_NETWORK,SITE_PROV_NETWORK_GENERAL_PEDIATRICS,,,,,,equipment,2.0,10.1,14.9
SITE_PROV_NETWORK,SITE_PROV_NETWORK_RESPIRATORY,,,,,,pharmacy,4.0,12.4,34.4
SITE_PROV_NETWORK,SITE_PROV_NETWORK_RESPIRATORY,,,,,,transport,4.0,8.3,12.7
SITE_PROV_NETWORK,SITE_PROV_NETWORK_RESPIRATORY,,,,,,imaging,6.0,16.9,8.6
SITE_PROV_NETWORK,SITE_PROV_NETWORK_RESPIRATORY,,,,,,consult,2.0,40.0,28.6
SITE_PROV_NETWORK,SITE_PROV_NETWORK_RESPIRATORY,,,,,,family_readiness,5.0,15.7,16.7
SITE_PROV_NETWORK,SITE_PROV_NETWORK_RESPIRATORY,,,,,,home_supports,5.0,22.8,1.3
SITE_PROV_NETWORK,SITE_PROV_NETWORK_RESPIRATORY,,,,,,equipment,2.0,29.2,29.8
SITE_PROV_NETWORK,SITE_PROV_NETWORK_SURGERY,,,,,,pharmacy,3.0,2.6,31.7
SITE_PROV_NETWORK,SITE_PROV_NETWORK_SURGERY,,,,,,transport,0.0,5.8,18.9
SITE_PROV_NETWORK,SITE_PROV_NETWORK_SURGERY,,,,,,imaging,3.0,31.7,23.9
SITE_PROV_NETWORK,SITE_PROV_NETWORK_SURGERY,,,,,,consult,8.0,28.7,18.4
SITE_PROV_NETWORK,SITE_PROV_NETWORK_SURGERY,,,,,,family_readiness,9.0,14.0,51.2
SITE_PROV_NETWORK,SITE_PROV_NETWORK_SURGERY,,,,,,home_supports,4.0,5.4,19.5
SITE_PROV_NETWORK,SITE_PROV_NETWORK_SURGERY,,,,,,equipment,8.0,25.4,79.1
SITE_PROV_NETWORK,SITE_PROV_NETWORK_PICU,,,,,,pharmacy,3.0,0.6,15.9
SITE_PROV_NETWORK,SITE_PROV_NETWORK_PICU,,,,,,transport,4.0,33.6,59.4
SITE_PROV_NETWORK,SITE_PROV_NETWORK_PICU,,,,,,imaging,8.0,21.4,27.8
SITE_PROV_NETWORK,SITE_PROV_NETWORK_PICU,,,,,,consult,2.0,14.0,55.1
SITE_PROV_NETWORK,SITE_PROV_NETWORK_PICU,,,,,,family_readiness,7.0,8.7,18.2
SITE_PROV_NETWORK,SITE_PROV_NETWORK_PICU,,,,,,home_supports,4.0,6.2,31.5
SITE_PROV_NETWORK,SITE_PROV_NETWORK_PICU,,,,,,equipment,4.0,5.1,18.8
SITE_PROV_NETWORK,SITE_PROV_NETWORK_NICU,,,,,,pharmacy,9.0,16.1,14.7
SITE_PROV_NETWORK,SITE_PROV_NETWORK_NICU,,,,,,transport,4.0,9.2,17.1
SITE_PROV_NETWORK,SITE_PROV_NETWORK_NICU,,,,,,imaging,3.0,39.9,8.5
SITE_PROV_NETWORK,SITE_PROV_NETWORK_NICU,,,,,,consult,5.0,20.6,16.1
SITE_PROV_NETWORK,SITE_PROV_NETWORK_NICU,,,,,,family_readiness,3.0,17.2,23.7
SITE_PROV_NETWORK,SITE_PROV_NETWORK_NICU,,,,,,home_supports,6.0,1.0,38.9
SITE_PROV_NETWORK,SITE_PROV_NETWORK_NICU,,,,,,equipment,5.0,16.8,19.3
SITE_PROV_NETWORK,SITE_PROV_NETWORK_MENTAL_HEALTH,,,,,,pharmacy,6.0,2.7,10.5
SITE_PROV_NETWORK,SITE_PROV_NETWORK_MENTAL_HEALTH,,,,,,transport,1.0,24.3,22.6
SITE_PROV_NETWORK,SITE_PROV_NETWORK_MENTAL_HEALTH,,,,,,imaging,6.0,24.3,18.7
SITE_PROV_NETWORK,SITE_PROV_NETWORK_MENTAL_HEALTH,,,,,,consult,5.0,4.3,44.8
SITE_PROV_NETWORK,SITE_PROV_NETWORK_MENTAL_HEALTH,,,,,,family_readiness,6.0,8.6,23.5
SITE_PROV_NETWORK,SITE_PROV_NETWORK_MENTAL_HEALTH,,,,,,home_supports,6.0,16.2,12.4
SITE_PROV_NETWORK,SITE_PROV_NETWORK_MENTAL_HEALTH,,,,,,equipment,3.0,65.9,6.1
SITE_PROV_NETWORK,SITE_PROV_NETWORK_ONCOLOGY,,,,,,pharmacy,3.0,26.3,9.4
SITE_PROV_NETWORK,SITE_PROV_NETWORK_ONCOLOGY,,,,,,transport,3.0,25.4,43.8
SITE_PROV_NETWORK,SITE_PROV_NETWORK_ONCOLOGY,,,,,,imaging,5.0,3.6,27.5
SITE_PROV_NETWORK,SITE_PROV_NETWORK_ONCOLOGY,,,,,,consult,0.0,1.8,21.7
SITE_PROV_NETWORK,SITE_PROV_NETWORK_ONCOLOGY,,,,,,family_readiness,2.0,3.7,57.9
SITE_PROV_NETWORK,SITE_PROV_NETWORK_ONCOLOGY,,,,,,home_supports,2.0,12.7,38.4
SITE_PROV_NETWORK,SITE_PROV_NETWORK_ONCOLOGY,,,,,,equipment,3.0,28.3,13.2
SITE_PROV_NETWORK,SITE_PROV_NETWORK_CARDIOLOGY,,,,,,pharmacy,4.0,4.0,62.7
SITE_PROV_NETWORK,SITE_PROV_NETWORK_CARDIOLOGY,,,,,,transport,8.0,17.8,5.9
SITE_PROV_NETWORK,SITE_PROV_NETWORK_CARDIOLOGY,,,,,,imaging,2.0,4.3,71.1
SITE_PROV_NETWORK,SITE_PROV_NETWORK_CARDIOLOGY,,,,,,consult,6.0,4.7,22.2
SITE_PROV_NETWORK,SITE_PROV_NETWORK_CARDIOLOGY,,,,,,family_readiness,4.0,8.5,9.8
SITE_PROV_NETWORK,SITE_PROV_NETWORK_CARDIOLOGY,,,,,,home_supports,3.0,18.6,23.2
SITE_PROV_NETWORK,SITE_PROV_NETWORK_CARDIOLOGY,,,,,,equipment,7.0,4.0,31.1
