site_id,site_name,catchment,program_id,program,referrals_4w,triage_volume_4w,urgent_referrals_4w,waitlist_total,urgent_waitlist,routine_waitlist,third_next_available_days,template_capacity_4w,template_gap_4w,no_show_rate,diagnostic_readiness,followup_overdue,provider_capacity_sessions_4w,allied_health_capacity_sessions_4w,hr_gap_sessions_4w,resource_ceiling_k,marginal_resource_need_k,finance_pressure_k,respiratory_context_index,aqhi_smoke_index,calendar_open_data_lift,open_data_adjustment,urgent_breach_risk,source_readiness,classification,confidence,tone,lineage_panel_id,source_ids,model_ids,warning_ids,caveat
SITE_STOLLERY_INSPIRED,Stollery-inspired,North provincial catchment,rheumatology,Rheumatology,56,53,12,490,75,415,55,46,10,0.104,0.759,46,38,16,6.2,8.9,3.5,0,0.474,4.94,0.012,0.109,0.52,ready,derived,medium-high,watch,PANEL_AMBULATORY_COMMAND,"SRC_SYNTH_REFERRALS,SRC_SYNTH_REFERRAL_TRIAGE,SRC_SYNTH_WAITLIST_SNAPSHOTS,SRC_SYNTH_CLINIC_TEMPLATES,SRC_SYNTH_PROVIDER_AVAILABILITY,SRC_SYNTH_NO_SHOW_LATE_CANCEL,SRC_SYNTH_DIAGNOSTIC_READINESS,SRC_SYNTH_HR_SHIFT_ROSTER,SRC_SYNTH_FINANCE_RESOURCE_ENVELOPE,SRC_OPEN_RESPIRATORY_VIRUS_DASHBOARD,SRC_OPEN_AQHI_SMOKE_CONTEXT,SRC_OPEN_SCHOOL_HOLIDAY_CALENDAR,SRC_OPEN_STATCAN_PED_POPULATION","AMBULATORY_ACCESS_FORECAST,URGENT_WAITLIST_BREACH_RISK,NO_SHOW_LATE_CANCEL_RISK",,Synthetic aggregate access metrics; no patient-level display.
SITE_STOLLERY_INSPIRED,Stollery-inspired,North provincial catchment,diagnostics,Diagnostics,126,118,29,1084,177,907,66,103,23,0.11,0.725,112,80,37,13.3,11.4,5.9,0,0.474,4.94,0.012,0.119,0.602,review,derived,medium,high,PANEL_AMBULATORY_COMMAND,"SRC_SYNTH_REFERRALS,SRC_SYNTH_REFERRAL_TRIAGE,SRC_SYNTH_WAITLIST_SNAPSHOTS,SRC_SYNTH_CLINIC_TEMPLATES,SRC_SYNTH_PROVIDER_AVAILABILITY,SRC_SYNTH_NO_SHOW_LATE_CANCEL,SRC_SYNTH_DIAGNOSTIC_READINESS,SRC_SYNTH_HR_SHIFT_ROSTER,SRC_SYNTH_FINANCE_RESOURCE_ENVELOPE,SRC_OPEN_RESPIRATORY_VIRUS_DASHBOARD,SRC_OPEN_AQHI_SMOKE_CONTEXT,SRC_OPEN_SCHOOL_HOLIDAY_CALENDAR,SRC_OPEN_STATCAN_PED_POPULATION","AMBULATORY_ACCESS_FORECAST,URGENT_WAITLIST_BREACH_RISK,NO_SHOW_LATE_CANCEL_RISK",WARN_SITE_STOLLERY_INSPIRED_DIAGNOSTICS_TNA,Synthetic aggregate access metrics; no patient-level display.
SITE_STOLLERY_INSPIRED,Stollery-inspired,North provincial catchment,post_discharge_follow_up,Post-discharge follow-up,73,69,16,610,95,515,59,66,7,0.105,0.82,59,59,24,6.0,9.8,3.3,0,0.474,4.94,0.012,0.114,0.541,ready,derived,medium-high,watch,PANEL_AMBULATORY_COMMAND,"SRC_SYNTH_REFERRALS,SRC_SYNTH_REFERRAL_TRIAGE,SRC_SYNTH_WAITLIST_SNAPSHOTS,SRC_SYNTH_CLINIC_TEMPLATES,SRC_SYNTH_PROVIDER_AVAILABILITY,SRC_SYNTH_NO_SHOW_LATE_CANCEL,SRC_SYNTH_DIAGNOSTIC_READINESS,SRC_SYNTH_HR_SHIFT_ROSTER,SRC_SYNTH_FINANCE_RESOURCE_ENVELOPE,SRC_OPEN_RESPIRATORY_VIRUS_DASHBOARD,SRC_OPEN_AQHI_SMOKE_CONTEXT,SRC_OPEN_SCHOOL_HOLIDAY_CALENDAR,SRC_OPEN_STATCAN_PED_POPULATION","AMBULATORY_ACCESS_FORECAST,URGENT_WAITLIST_BREACH_RISK,NO_SHOW_LATE_CANCEL_RISK",,Synthetic aggregate access metrics; no patient-level display.
SITE_STOLLERY_INSPIRED,Stollery-inspired,North provincial catchment,virtual_outreach,Virtual/outreach,62,58,14,535,81,454,54,56,6,0.103,0.835,49,48,19,6.0,9.3,3.0,0,0.474,4.94,0.012,0.109,0.507,review,derived,medium,watch,PANEL_AMBULATORY_COMMAND,"SRC_SYNTH_REFERRALS,SRC_SYNTH_REFERRAL_TRIAGE,SRC_SYNTH_WAITLIST_SNAPSHOTS,SRC_SYNTH_CLINIC_TEMPLATES,SRC_SYNTH_PROVIDER_AVAILABILITY,SRC_SYNTH_NO_SHOW_LATE_CANCEL,SRC_SYNTH_DIAGNOSTIC_READINESS,SRC_SYNTH_HR_SHIFT_ROSTER,SRC_SYNTH_FINANCE_RESOURCE_ENVELOPE,SRC_OPEN_RESPIRATORY_VIRUS_DASHBOARD,SRC_OPEN_AQHI_SMOKE_CONTEXT,SRC_OPEN_SCHOOL_HOLIDAY_CALENDAR,SRC_OPEN_STATCAN_PED_POPULATION","AMBULATORY_ACCESS_FORECAST,URGENT_WAITLIST_BREACH_RISK,NO_SHOW_LATE_CANCEL_RISK",,Synthetic aggregate access metrics; no patient-level display.
SITE_ACH_INSPIRED,Alberta Children's-inspired,South provincial catchment,respiratory,Respiratory,85,80,20,702,117,585,69,70,15,0.112,0.714,74,60,27,8.1,10.6,4.6,0,0.474,4.94,0.012,0.128,0.628,ready,derived,medium-high,watch,PANEL_AMBULATORY_COMMAND,"SRC_SYNTH_REFERRALS,SRC_SYNTH_REFERRAL_TRIAGE,SRC_SYNTH_WAITLIST_SNAPSHOTS,SRC_SYNTH_CLINIC_TEMPLATES,SRC_SYNTH_PROVIDER_AVAILABILITY,SRC_SYNTH_NO_SHOW_LATE_CANCEL,SRC_SYNTH_DIAGNOSTIC_READINESS,SRC_SYNTH_HR_SHIFT_ROSTER,SRC_SYNTH_FINANCE_RESOURCE_ENVELOPE,SRC_OPEN_RESPIRATORY_VIRUS_DASHBOARD,SRC_OPEN_AQHI_SMOKE_CONTEXT,SRC_OPEN_SCHOOL_HOLIDAY_CALENDAR,SRC_OPEN_STATCAN_PED_POPULATION","AMBULATORY_ACCESS_FORECAST,URGENT_WAITLIST_BREACH_RISK,NO_SHOW_LATE_CANCEL_RISK",WARN_SITE_ACH_INSPIRED_RESPIRATORY_TNA,Synthetic aggregate access metrics; no patient-level display.
SITE_ACH_INSPIRED,Alberta Children's-inspired,South provincial catchment,cardiology,Cardiology,62,58,14,542,85,457,58,51,11,0.106,0.747,53,42,18,6.9,9.8,3.8,0,0.474,4.94,0.012,0.114,0.55,ready,derived,medium-high,watch,PANEL_AMBULATORY_COMMAND,"SRC_SYNTH_REFERRALS,SRC_SYNTH_REFERRAL_TRIAGE,SRC_SYNTH_WAITLIST_SNAPSHOTS,SRC_SYNTH_CLINIC_TEMPLATES,SRC_SYNTH_PROVIDER_AVAILABILITY,SRC_SYNTH_NO_SHOW_LATE_CANCEL,SRC_SYNTH_DIAGNOSTIC_READINESS,SRC_SYNTH_HR_SHIFT_ROSTER,SRC_SYNTH_FINANCE_RESOURCE_ENVELOPE,SRC_OPEN_RESPIRATORY_VIRUS_DASHBOARD,SRC_OPEN_AQHI_SMOKE_CONTEXT,SRC_OPEN_SCHOOL_HOLIDAY_CALENDAR,SRC_OPEN_STATCAN_PED_POPULATION","AMBULATORY_ACCESS_FORECAST,URGENT_WAITLIST_BREACH_RISK,NO_SHOW_LATE_CANCEL_RISK",,Synthetic aggregate access metrics; no patient-level display.
SITE_ACH_INSPIRED,Alberta Children's-inspired,South provincial catchment,neurology,Neurology,95,89,22,821,133,688,64,78,17,0.109,0.729,84,61,29,10.7,11.0,5.0,0,0.474,4.94,0.012,0.12,0.593,ready,derived,medium-high,high,PANEL_AMBULATORY_COMMAND,"SRC_SYNTH_REFERRALS,SRC_SYNTH_REFERRAL_TRIAGE,SRC_SYNTH_WAITLIST_SNAPSHOTS,SRC_SYNTH_CLINIC_TEMPLATES,SRC_SYNTH_PROVIDER_AVAILABILITY,SRC_SYNTH_NO_SHOW_LATE_CANCEL,SRC_SYNTH_DIAGNOSTIC_READINESS,SRC_SYNTH_HR_SHIFT_ROSTER,SRC_SYNTH_FINANCE_RESOURCE_ENVELOPE,SRC_OPEN_RESPIRATORY_VIRUS_DASHBOARD,SRC_OPEN_AQHI_SMOKE_CONTEXT,SRC_OPEN_SCHOOL_HOLIDAY_CALENDAR,SRC_OPEN_STATCAN_PED_POPULATION","AMBULATORY_ACCESS_FORECAST,URGENT_WAITLIST_BREACH_RISK,NO_SHOW_LATE_CANCEL_RISK",WARN_SITE_ACH_INSPIRED_NEUROLOGY_TNA,Synthetic aggregate access metrics; no patient-level display.
SITE_ACH_INSPIRED,Alberta Children's-inspired,South provincial catchment,surgery_follow_up,Surgery follow-up,87,82,20,781,123,658,59,71,16,0.107,0.743,77,64,25,6.1,10.7,4.1,0,0.474,4.94,0.012,0.114,0.558,ready,derived,medium-high,watch,PANEL_AMBULATORY_COMMAND,"SRC_SYNTH_REFERRALS,SRC_SYNTH_REFERRAL_TRIAGE,SRC_SYNTH_WAITLIST_SNAPSHOTS,SRC_SYNTH_CLINIC_TEMPLATES,SRC_SYNTH_PROVIDER_AVAILABILITY,SRC_SYNTH_NO_SHOW_LATE_CANCEL,SRC_SYNTH_DIAGNOSTIC_READINESS,SRC_SYNTH_HR_SHIFT_ROSTER,SRC_SYNTH_FINANCE_RESOURCE_ENVELOPE,SRC_OPEN_RESPIRATORY_VIRUS_DASHBOARD,SRC_OPEN_AQHI_SMOKE_CONTEXT,SRC_OPEN_SCHOOL_HOLIDAY_CALENDAR,SRC_OPEN_STATCAN_PED_POPULATION","AMBULATORY_ACCESS_FORECAST,URGENT_WAITLIST_BREACH_RISK,NO_SHOW_LATE_CANCEL_RISK",,Synthetic aggregate access metrics; no patient-level display.
SITE_ACH_INSPIRED,Alberta Children's-inspired,South provincial catchment,oncology_survivorship,Oncology survivorship,47,44,10,423,64,359,51,39,8,0.102,0.768,38,34,13,4.7,9.3,3.1,0,0.474,4.94,0.012,0.108,0.499,ready,derived,medium-high,watch,PANEL_AMBULATORY_COMMAND,"SRC_SYNTH_REFERRALS,SRC_SYNTH_REFERRAL_TRIAGE,SRC_SYNTH_WAITLIST_SNAPSHOTS,SRC_SYNTH_CLINIC_TEMPLATES,SRC_SYNTH_PROVIDER_AVAILABILITY,SRC_SYNTH_NO_SHOW_LATE_CANCEL,SRC_SYNTH_DIAGNOSTIC_READINESS,SRC_SYNTH_HR_SHIFT_ROSTER,SRC_SYNTH_FINANCE_RESOURCE_ENVELOPE,SRC_OPEN_RESPIRATORY_VIRUS_DASHBOARD,SRC_OPEN_AQHI_SMOKE_CONTEXT,SRC_OPEN_SCHOOL_HOLIDAY_CALENDAR,SRC_OPEN_STATCAN_PED_POPULATION","AMBULATORY_ACCESS_FORECAST,URGENT_WAITLIST_BREACH_RISK,NO_SHOW_LATE_CANCEL_RISK",,Synthetic aggregate access metrics; no patient-level display.
SITE_ACH_INSPIRED,Alberta Children's-inspired,South provincial catchment,complex_care,Complex care,107,101,25,928,152,776,66,88,19,0.111,0.722,97,72,32,10.4,11.5,5.2,0,0.474,4.94,0.012,0.121,0.61,ready,derived,medium-high,high,PANEL_AMBULATORY_COMMAND,"SRC_SYNTH_REFERRALS,SRC_SYNTH_REFERRAL_TRIAGE,SRC_SYNTH_WAITLIST_SNAPSHOTS,SRC_SYNTH_CLINIC_TEMPLATES,SRC_SYNTH_PROVIDER_AVAILABILITY,SRC_SYNTH_NO_SHOW_LATE_CANCEL,SRC_SYNTH_DIAGNOSTIC_READINESS,SRC_SYNTH_HR_SHIFT_ROSTER,SRC_SYNTH_FINANCE_RESOURCE_ENVELOPE,SRC_OPEN_RESPIRATORY_VIRUS_DASHBOARD,SRC_OPEN_AQHI_SMOKE_CONTEXT,SRC_OPEN_SCHOOL_HOLIDAY_CALENDAR,SRC_OPEN_STATCAN_PED_POPULATION","AMBULATORY_ACCESS_FORECAST,URGENT_WAITLIST_BREACH_RISK,NO_SHOW_LATE_CANCEL_RISK",WARN_SITE_ACH_INSPIRED_COMPLEX_CARE_TNA,Synthetic aggregate access metrics; no patient-level display.
SITE_ACH_INSPIRED,Alberta Children's-inspired,South provincial catchment,mental_health,Mental health,147,138,35,1340,225,1115,70,121,26,0.113,0.707,145,94,43,15.4,12.9,6.7,0,0.474,4.94,0.012,0.121,0.645,review,derived,medium,high,PANEL_AMBULATORY_COMMAND,"SRC_SYNTH_REFERRALS,SRC_SYNTH_REFERRAL_TRIAGE,SRC_SYNTH_WAITLIST_SNAPSHOTS,SRC_SYNTH_CLINIC_TEMPLATES,SRC_SYNTH_PROVIDER_AVAILABILITY,SRC_SYNTH_NO_SHOW_LATE_CANCEL,SRC_SYNTH_DIAGNOSTIC_READINESS,SRC_SYNTH_HR_SHIFT_ROSTER,SRC_SYNTH_FINANCE_RESOURCE_ENVELOPE,SRC_OPEN_RESPIRATORY_VIRUS_DASHBOARD,SRC_OPEN_AQHI_SMOKE_CONTEXT,SRC_OPEN_SCHOOL_HOLIDAY_CALENDAR,SRC_OPEN_STATCAN_PED_POPULATION","AMBULATORY_ACCESS_FORECAST,URGENT_WAITLIST_BREACH_RISK,NO_SHOW_LATE_CANCEL_RISK",WARN_SITE_ACH_INSPIRED_MENTAL_HEALTH_TNA,Synthetic aggregate access metrics; no patient-level display.
SITE_ACH_INSPIRED,Alberta Children's-inspired,South provincial catchment,diabetes_endocrinology,Diabetes/endocrinology,95,89,22,865,139,726,62,78,17,0.109,0.732,87,70,27,6.8,11.0,4.4,0,0.474,4.94,0.012,0.115,0.584,ready,derived,medium-high,high,PANEL_AMBULATORY_COMMAND,"SRC_SYNTH_REFERRALS,SRC_SYNTH_REFERRAL_TRIAGE,SRC_SYNTH_WAITLIST_SNAPSHOTS,SRC_SYNTH_CLINIC_TEMPLATES,SRC_SYNTH_PROVIDER_AVAILABILITY,SRC_SYNTH_NO_SHOW_LATE_CANCEL,SRC_SYNTH_DIAGNOSTIC_READINESS,SRC_SYNTH_HR_SHIFT_ROSTER,SRC_SYNTH_FINANCE_RESOURCE_ENVELOPE,SRC_OPEN_RESPIRATORY_VIRUS_DASHBOARD,SRC_OPEN_AQHI_SMOKE_CONTEXT,SRC_OPEN_SCHOOL_HOLIDAY_CALENDAR,SRC_OPEN_STATCAN_PED_POPULATION","AMBULATORY_ACCESS_FORECAST,URGENT_WAITLIST_BREACH_RISK,NO_SHOW_LATE_CANCEL_RISK",,Synthetic aggregate access metrics; no patient-level display.
