site_id,unit_id,unit_name,horizon_hours,occupancy_pct,ed_boarders,staffing_gap_pct,discharge_expected,source_ids
SITE_STOLLERY_INSPIRED,STOLLERY_INSPIRED_PICU,PICU,72,1.001,11,0.096,7,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_ED_VISITS,SRC_SYNTH_DISCHARGE_MILESTONES"
SITE_STOLLERY_INSPIRED,STOLLERY_INSPIRED_NICU,NICU,0,0.915,3,0.06,2,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_ED_VISITS,SRC_SYNTH_DISCHARGE_MILESTONES"
SITE_STOLLERY_INSPIRED,STOLLERY_INSPIRED_NICU,NICU,6,0.923,4,0.06,3,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_ED_VISITS,SRC_SYNTH_DISCHARGE_MILESTONES"
SITE_STOLLERY_INSPIRED,STOLLERY_INSPIRED_NICU,NICU,12,0.931,5,0.07,3,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_ED_VISITS,SRC_SYNTH_DISCHARGE_MILESTONES"
SITE_STOLLERY_INSPIRED,STOLLERY_INSPIRED_NICU,NICU,24,0.933,6,0.07,4,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_ED_VISITS,SRC_SYNTH_DISCHARGE_MILESTONES"
SITE_STOLLERY_INSPIRED,STOLLERY_INSPIRED_NICU,NICU,36,0.935,7,0.06,5,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_ED_VISITS,SRC_SYNTH_DISCHARGE_MILESTONES"
SITE_STOLLERY_INSPIRED,STOLLERY_INSPIRED_NICU,NICU,48,0.937,7,0.056,6,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_ED_VISITS,SRC_SYNTH_DISCHARGE_MILESTONES"
SITE_STOLLERY_INSPIRED,STOLLERY_INSPIRED_NICU,NICU,60,0.939,8,0.056,6,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_ED_VISITS,SRC_SYNTH_DISCHARGE_MILESTONES"
SITE_STOLLERY_INSPIRED,STOLLERY_INSPIRED_NICU,NICU,72,0.941,9,0.056,7,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_ED_VISITS,SRC_SYNTH_DISCHARGE_MILESTONES"
SITE_STOLLERY_INSPIRED,STOLLERY_INSPIRED_SURGERY,Surgery,0,0.875,2,0.04,2,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_ED_VISITS,SRC_SYNTH_DISCHARGE_MILESTONES"
SITE_STOLLERY_INSPIRED,STOLLERY_INSPIRED_SURGERY,Surgery,6,0.883,3,0.04,2,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_ED_VISITS,SRC_SYNTH_DISCHARGE_MILESTONES"
SITE_STOLLERY_INSPIRED,STOLLERY_INSPIRED_SURGERY,Surgery,12,0.891,4,0.05,3,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_ED_VISITS,SRC_SYNTH_DISCHARGE_MILESTONES"
SITE_STOLLERY_INSPIRED,STOLLERY_INSPIRED_SURGERY,Surgery,24,0.893,5,0.05,4,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_ED_VISITS,SRC_SYNTH_DISCHARGE_MILESTONES"
SITE_STOLLERY_INSPIRED,STOLLERY_INSPIRED_SURGERY,Surgery,36,0.895,6,0.04,4,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_ED_VISITS,SRC_SYNTH_DISCHARGE_MILESTONES"
SITE_STOLLERY_INSPIRED,STOLLERY_INSPIRED_SURGERY,Surgery,48,0.897,6,0.036,5,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_ED_VISITS,SRC_SYNTH_DISCHARGE_MILESTONES"
SITE_STOLLERY_INSPIRED,STOLLERY_INSPIRED_SURGERY,Surgery,60,0.899,7,0.036,6,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_ED_VISITS,SRC_SYNTH_DISCHARGE_MILESTONES"
SITE_STOLLERY_INSPIRED,STOLLERY_INSPIRED_SURGERY,Surgery,72,0.901,8,0.036,6,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_ED_VISITS,SRC_SYNTH_DISCHARGE_MILESTONES"
SITE_STOLLERY_INSPIRED,STOLLERY_INSPIRED_MENTAL_HEALTH,Mental health,0,0.935,4,0.09,2,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_ED_VISITS,SRC_SYNTH_DISCHARGE_MILESTONES"
SITE_STOLLERY_INSPIRED,STOLLERY_INSPIRED_MENTAL_HEALTH,Mental health,6,0.943,5,0.09,3,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_ED_VISITS,SRC_SYNTH_DISCHARGE_MILESTONES"
SITE_STOLLERY_INSPIRED,STOLLERY_INSPIRED_MENTAL_HEALTH,Mental health,12,0.951,6,0.1,4,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_ED_VISITS,SRC_SYNTH_DISCHARGE_MILESTONES"
SITE_STOLLERY_INSPIRED,STOLLERY_INSPIRED_MENTAL_HEALTH,Mental health,24,0.953,7,0.1,4,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_ED_VISITS,SRC_SYNTH_DISCHARGE_MILESTONES"
SITE_STOLLERY_INSPIRED,STOLLERY_INSPIRED_MENTAL_HEALTH,Mental health,36,0.955,8,0.09,5,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_ED_VISITS,SRC_SYNTH_DISCHARGE_MILESTONES"
SITE_STOLLERY_INSPIRED,STOLLERY_INSPIRED_MENTAL_HEALTH,Mental health,48,0.957,8,0.086,6,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_ED_VISITS,SRC_SYNTH_DISCHARGE_MILESTONES"
SITE_STOLLERY_INSPIRED,STOLLERY_INSPIRED_MENTAL_HEALTH,Mental health,60,0.959,9,0.086,6,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_ED_VISITS,SRC_SYNTH_DISCHARGE_MILESTONES"
SITE_STOLLERY_INSPIRED,STOLLERY_INSPIRED_MENTAL_HEALTH,Mental health,72,0.961,10,0.086,7,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_ED_VISITS,SRC_SYNTH_DISCHARGE_MILESTONES"
SITE_ACH_INSPIRED,ACH_INSPIRED_RESPIRATORY,Respiratory,0,0.982,16,0.12,1,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_ED_VISITS,SRC_SYNTH_DISCHARGE_MILESTONES"
SITE_ACH_INSPIRED,ACH_INSPIRED_RESPIRATORY,Respiratory,6,0.99,17,0.12,2,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_ED_VISITS,SRC_SYNTH_DISCHARGE_MILESTONES"
SITE_ACH_INSPIRED,ACH_INSPIRED_RESPIRATORY,Respiratory,12,0.998,18,0.13,2,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_ED_VISITS,SRC_SYNTH_DISCHARGE_MILESTONES"
SITE_ACH_INSPIRED,ACH_INSPIRED_RESPIRATORY,Respiratory,24,1.0,19,0.13,2,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_ED_VISITS,SRC_SYNTH_DISCHARGE_MILESTONES"
SITE_ACH_INSPIRED,ACH_INSPIRED_RESPIRATORY,Respiratory,36,1.002,20,0.12,3,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_ED_VISITS,SRC_SYNTH_DISCHARGE_MILESTONES"
SITE_ACH_INSPIRED,ACH_INSPIRED_RESPIRATORY,Respiratory,48,1.004,20,0.116,3,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_ED_VISITS,SRC_SYNTH_DISCHARGE_MILESTONES"
SITE_ACH_INSPIRED,ACH_INSPIRED_RESPIRATORY,Respiratory,60,1.006,21,0.116,4,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_ED_VISITS,SRC_SYNTH_DISCHARGE_MILESTONES"
SITE_ACH_INSPIRED,ACH_INSPIRED_RESPIRATORY,Respiratory,72,1.008,22,0.116,4,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_ED_VISITS,SRC_SYNTH_DISCHARGE_MILESTONES"
SITE_ACH_INSPIRED,ACH_INSPIRED_GENERAL_PEDIATRICS,General pediatrics,0,0.932,11,0.08,1,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_ED_VISITS,SRC_SYNTH_DISCHARGE_MILESTONES"
SITE_ACH_INSPIRED,ACH_INSPIRED_GENERAL_PEDIATRICS,General pediatrics,6,0.94,12,0.08,2,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_ED_VISITS,SRC_SYNTH_DISCHARGE_MILESTONES"
SITE_ACH_INSPIRED,ACH_INSPIRED_GENERAL_PEDIATRICS,General pediatrics,12,0.948,13,0.09,2,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_ED_VISITS,SRC_SYNTH_DISCHARGE_MILESTONES"
SITE_ACH_INSPIRED,ACH_INSPIRED_GENERAL_PEDIATRICS,General pediatrics,24,0.95,14,0.09,3,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_ED_VISITS,SRC_SYNTH_DISCHARGE_MILESTONES"
SITE_ACH_INSPIRED,ACH_INSPIRED_GENERAL_PEDIATRICS,General pediatrics,36,0.952,15,0.08,3,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_ED_VISITS,SRC_SYNTH_DISCHARGE_MILESTONES"
SITE_ACH_INSPIRED,ACH_INSPIRED_GENERAL_PEDIATRICS,General pediatrics,48,0.954,15,0.076,4,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_ED_VISITS,SRC_SYNTH_DISCHARGE_MILESTONES"
SITE_ACH_INSPIRED,ACH_INSPIRED_GENERAL_PEDIATRICS,General pediatrics,60,0.956,16,0.076,4,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_ED_VISITS,SRC_SYNTH_DISCHARGE_MILESTONES"
SITE_ACH_INSPIRED,ACH_INSPIRED_GENERAL_PEDIATRICS,General pediatrics,72,0.958,17,0.076,5,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_ED_VISITS,SRC_SYNTH_DISCHARGE_MILESTONES"
SITE_ACH_INSPIRED,ACH_INSPIRED_PICU,PICU,0,0.952,5,0.1,2,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_ED_VISITS,SRC_SYNTH_DISCHARGE_MILESTONES"
SITE_ACH_INSPIRED,ACH_INSPIRED_PICU,PICU,6,0.96,6,0.1,3,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_ED_VISITS,SRC_SYNTH_DISCHARGE_MILESTONES"
SITE_ACH_INSPIRED,ACH_INSPIRED_PICU,PICU,12,0.968,7,0.11,3,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_ED_VISITS,SRC_SYNTH_DISCHARGE_MILESTONES"
SITE_ACH_INSPIRED,ACH_INSPIRED_PICU,PICU,24,0.97,8,0.11,4,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_ED_VISITS,SRC_SYNTH_DISCHARGE_MILESTONES"
SITE_ACH_INSPIRED,ACH_INSPIRED_PICU,PICU,36,0.972,9,0.1,5,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_ED_VISITS,SRC_SYNTH_DISCHARGE_MILESTONES"
SITE_ACH_INSPIRED,ACH_INSPIRED_PICU,PICU,48,0.974,9,0.096,5,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_ED_VISITS,SRC_SYNTH_DISCHARGE_MILESTONES"
SITE_ACH_INSPIRED,ACH_INSPIRED_PICU,PICU,60,0.976,10,0.096,6,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_ED_VISITS,SRC_SYNTH_DISCHARGE_MILESTONES"
SITE_ACH_INSPIRED,ACH_INSPIRED_PICU,PICU,72,0.978,11,0.096,7,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_ED_VISITS,SRC_SYNTH_DISCHARGE_MILESTONES"
SITE_ACH_INSPIRED,ACH_INSPIRED_NICU,NICU,0,0.892,3,0.06,2,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_ED_VISITS,SRC_SYNTH_DISCHARGE_MILESTONES"
SITE_ACH_INSPIRED,ACH_INSPIRED_NICU,NICU,6,0.9,4,0.06,3,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_ED_VISITS,SRC_SYNTH_DISCHARGE_MILESTONES"
SITE_ACH_INSPIRED,ACH_INSPIRED_NICU,NICU,12,0.908,5,0.07,3,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_ED_VISITS,SRC_SYNTH_DISCHARGE_MILESTONES"
SITE_ACH_INSPIRED,ACH_INSPIRED_NICU,NICU,24,0.91,6,0.07,4,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_ED_VISITS,SRC_SYNTH_DISCHARGE_MILESTONES"
SITE_ACH_INSPIRED,ACH_INSPIRED_NICU,NICU,36,0.912,7,0.06,5,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_ED_VISITS,SRC_SYNTH_DISCHARGE_MILESTONES"
SITE_ACH_INSPIRED,ACH_INSPIRED_NICU,NICU,48,0.914,7,0.056,5,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_ED_VISITS,SRC_SYNTH_DISCHARGE_MILESTONES"
SITE_ACH_INSPIRED,ACH_INSPIRED_NICU,NICU,60,0.916,8,0.056,6,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_ED_VISITS,SRC_SYNTH_DISCHARGE_MILESTONES"
SITE_ACH_INSPIRED,ACH_INSPIRED_NICU,NICU,72,0.918,9,0.056,7,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_ED_VISITS,SRC_SYNTH_DISCHARGE_MILESTONES"
SITE_ACH_INSPIRED,ACH_INSPIRED_SURGERY,Surgery,0,0.852,2,0.04,2,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_ED_VISITS,SRC_SYNTH_DISCHARGE_MILESTONES"
SITE_ACH_INSPIRED,ACH_INSPIRED_SURGERY,Surgery,6,0.86,3,0.04,2,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_ED_VISITS,SRC_SYNTH_DISCHARGE_MILESTONES"
SITE_ACH_INSPIRED,ACH_INSPIRED_SURGERY,Surgery,12,0.868,4,0.05,3,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_ED_VISITS,SRC_SYNTH_DISCHARGE_MILESTONES"
SITE_ACH_INSPIRED,ACH_INSPIRED_SURGERY,Surgery,24,0.87,5,0.05,4,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_ED_VISITS,SRC_SYNTH_DISCHARGE_MILESTONES"
SITE_ACH_INSPIRED,ACH_INSPIRED_SURGERY,Surgery,36,0.872,6,0.04,4,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_ED_VISITS,SRC_SYNTH_DISCHARGE_MILESTONES"
SITE_ACH_INSPIRED,ACH_INSPIRED_SURGERY,Surgery,48,0.874,6,0.036,5,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_ED_VISITS,SRC_SYNTH_DISCHARGE_MILESTONES"
SITE_ACH_INSPIRED,ACH_INSPIRED_SURGERY,Surgery,60,0.876,7,0.036,5,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_ED_VISITS,SRC_SYNTH_DISCHARGE_MILESTONES"
SITE_ACH_INSPIRED,ACH_INSPIRED_SURGERY,Surgery,72,0.878,8,0.036,6,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_ED_VISITS,SRC_SYNTH_DISCHARGE_MILESTONES"
SITE_ACH_INSPIRED,ACH_INSPIRED_MENTAL_HEALTH,Mental health,0,0.912,4,0.09,2,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_ED_VISITS,SRC_SYNTH_DISCHARGE_MILESTONES"
SITE_ACH_INSPIRED,ACH_INSPIRED_MENTAL_HEALTH,Mental health,6,0.92,5,0.09,3,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_ED_VISITS,SRC_SYNTH_DISCHARGE_MILESTONES"
SITE_ACH_INSPIRED,ACH_INSPIRED_MENTAL_HEALTH,Mental health,12,0.928,6,0.1,3,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_ED_VISITS,SRC_SYNTH_DISCHARGE_MILESTONES"
SITE_ACH_INSPIRED,ACH_INSPIRED_MENTAL_HEALTH,Mental health,24,0.93,7,0.1,4,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_ED_VISITS,SRC_SYNTH_DISCHARGE_MILESTONES"
SITE_ACH_INSPIRED,ACH_INSPIRED_MENTAL_HEALTH,Mental health,36,0.932,8,0.09,5,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_ED_VISITS,SRC_SYNTH_DISCHARGE_MILESTONES"
SITE_ACH_INSPIRED,ACH_INSPIRED_MENTAL_HEALTH,Mental health,48,0.934,8,0.086,6,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_ED_VISITS,SRC_SYNTH_DISCHARGE_MILESTONES"
SITE_ACH_INSPIRED,ACH_INSPIRED_MENTAL_HEALTH,Mental health,60,0.936,9,0.086,6,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_ED_VISITS,SRC_SYNTH_DISCHARGE_MILESTONES"
SITE_ACH_INSPIRED,ACH_INSPIRED_MENTAL_HEALTH,Mental health,72,0.938,10,0.086,7,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_ED_VISITS,SRC_SYNTH_DISCHARGE_MILESTONES"
SITE_PROV_NETWORK,PROV_NETWORK_RESPIRATORY,Respiratory,0,0.99,16,0.12,1,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_ED_VISITS,SRC_SYNTH_DISCHARGE_MILESTONES"
SITE_PROV_NETWORK,PROV_NETWORK_RESPIRATORY,Respiratory,6,0.998,17,0.12,2,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_ED_VISITS,SRC_SYNTH_DISCHARGE_MILESTONES"
SITE_PROV_NETWORK,PROV_NETWORK_RESPIRATORY,Respiratory,12,1.006,18,0.13,2,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_ED_VISITS,SRC_SYNTH_DISCHARGE_MILESTONES"
SITE_PROV_NETWORK,PROV_NETWORK_RESPIRATORY,Respiratory,24,1.008,19,0.13,2,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_ED_VISITS,SRC_SYNTH_DISCHARGE_MILESTONES"
SITE_PROV_NETWORK,PROV_NETWORK_RESPIRATORY,Respiratory,36,1.01,20,0.12,3,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_ED_VISITS,SRC_SYNTH_DISCHARGE_MILESTONES"
SITE_PROV_NETWORK,PROV_NETWORK_RESPIRATORY,Respiratory,48,1.012,20,0.116,3,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_ED_VISITS,SRC_SYNTH_DISCHARGE_MILESTONES"
SITE_PROV_NETWORK,PROV_NETWORK_RESPIRATORY,Respiratory,60,1.014,21,0.116,4,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_ED_VISITS,SRC_SYNTH_DISCHARGE_MILESTONES"
SITE_PROV_NETWORK,PROV_NETWORK_RESPIRATORY,Respiratory,72,1.016,22,0.116,4,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_ED_VISITS,SRC_SYNTH_DISCHARGE_MILESTONES"
SITE_PROV_NETWORK,PROV_NETWORK_GENERAL_PEDIATRICS,General pediatrics,0,0.94,11,0.08,1,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_ED_VISITS,SRC_SYNTH_DISCHARGE_MILESTONES"
SITE_PROV_NETWORK,PROV_NETWORK_GENERAL_PEDIATRICS,General pediatrics,6,0.948,12,0.08,2,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_ED_VISITS,SRC_SYNTH_DISCHARGE_MILESTONES"
SITE_PROV_NETWORK,PROV_NETWORK_GENERAL_PEDIATRICS,General pediatrics,12,0.956,13,0.09,2,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_ED_VISITS,SRC_SYNTH_DISCHARGE_MILESTONES"
SITE_PROV_NETWORK,PROV_NETWORK_GENERAL_PEDIATRICS,General pediatrics,24,0.958,14,0.09,3,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_ED_VISITS,SRC_SYNTH_DISCHARGE_MILESTONES"
