staffing_roster_id,site_id,unit_id,ts_hour,scheduled_staffing_hours,required_staffing_hours,staffing_gap_pct,skill_mix_proxy,synthetic_demo
STFGAP_SITE_STOLLERY_INSPIRED_GEN_2026010207,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-02T07:00:00,103.6,106.8,0.0436,0.8666340464652025,True
STFGAP_SITE_STOLLERY_INSPIRED_GEN_2026010208,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-02T08:00:00,103.6,88.4,0.0519,0.8902764666157582,True
STFGAP_SITE_STOLLERY_INSPIRED_GEN_2026010209,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-02T09:00:00,106.4,109.8,0.0102,0.8207722301021302,True
STFGAP_SITE_STOLLERY_INSPIRED_GEN_2026010210,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-02T10:00:00,109.2,112.8,0.0216,0.8069959930038098,True
STFGAP_SITE_STOLLERY_INSPIRED_GEN_2026010211,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-02T11:00:00,100.8,115.9,0.1007,0.8206968879515054,True
STFGAP_SITE_STOLLERY_INSPIRED_GEN_2026010212,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-02T12:00:00,98.0,109.8,0.1202,0.7963462379304533,True
STFGAP_SITE_STOLLERY_INSPIRED_GEN_2026010213,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-02T13:00:00,103.6,112.8,0.0363,0.8054493336209654,True
STFGAP_SITE_STOLLERY_INSPIRED_GEN_2026010214,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-02T14:00:00,109.2,118.9,0.0494,0.8105624913660623,True
STFGAP_SITE_STOLLERY_INSPIRED_GEN_2026010215,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-02T15:00:00,95.2,112.8,0.1501,0.8683012552487029,True
STFGAP_SITE_STOLLERY_INSPIRED_GEN_2026010216,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-02T16:00:00,100.8,106.8,0.0993,0.8474997086404302,True
STFGAP_SITE_STOLLERY_INSPIRED_GEN_2026010217,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-02T17:00:00,98.0,115.9,0.1074,0.8329975754386353,True
STFGAP_SITE_STOLLERY_INSPIRED_GEN_2026010218,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-02T18:00:00,100.8,109.8,0.0732,0.9049339415573346,True
STFGAP_SITE_STOLLERY_INSPIRED_GEN_2026010219,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-02T19:00:00,100.8,100.6,0.0745,0.7576245989729175,True
STFGAP_SITE_STOLLERY_INSPIRED_GEN_2026010220,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-02T20:00:00,103.6,112.8,0.0553,0.8570241924327,True
STFGAP_SITE_STOLLERY_INSPIRED_GEN_2026010221,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-02T21:00:00,106.4,109.8,0.0348,0.866765670718542,True
STFGAP_SITE_STOLLERY_INSPIRED_GEN_2026010222,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-02T22:00:00,109.2,122.0,0.0555,0.9181131191022175,True
STFGAP_SITE_STOLLERY_INSPIRED_GEN_2026010223,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-02T23:00:00,103.6,103.7,0.0737,0.8405103226653584,True
STFGAP_SITE_STOLLERY_INSPIRED_GEN_2026010300,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-03T00:00:00,89.6,73.2,0.1676,0.8620047716494146,True
STFGAP_SITE_STOLLERY_INSPIRED_GEN_2026010301,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-03T01:00:00,100.8,88.4,0.1058,0.9272589907506099,True
STFGAP_SITE_STOLLERY_INSPIRED_GEN_2026010302,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-03T02:00:00,100.8,82.3,0.0984,0.8249326061408958,True
STFGAP_SITE_STOLLERY_INSPIRED_GEN_2026010303,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-03T03:00:00,100.8,88.4,0.0675,0.7961540400500052,True
STFGAP_SITE_STOLLERY_INSPIRED_GEN_2026010304,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-03T04:00:00,103.6,85.4,0.0769,0.8464464920530748,True
STFGAP_SITE_STOLLERY_INSPIRED_GEN_2026010305,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-03T05:00:00,106.4,85.4,0.0247,0.8440884273064352,True
STFGAP_SITE_STOLLERY_INSPIRED_GEN_2026010306,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-03T06:00:00,103.6,76.2,0.0371,0.914528566793638,True
STFGAP_SITE_STOLLERY_INSPIRED_GEN_2026010307,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-03T07:00:00,106.4,79.3,0.0575,1.0,True
STFGAP_SITE_STOLLERY_INSPIRED_GEN_2026010308,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-03T08:00:00,95.2,67.1,0.121,0.812489349311583,True
STFGAP_SITE_STOLLERY_INSPIRED_GEN_2026010309,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-03T09:00:00,109.2,70.1,0.0445,0.9113470722343657,True
STFGAP_SITE_STOLLERY_INSPIRED_GEN_2026010310,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-03T10:00:00,89.6,85.4,0.1999,0.7976426056439758,True
STFGAP_SITE_STOLLERY_INSPIRED_GEN_2026010311,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-03T11:00:00,106.4,97.6,0.039,0.9445038679209717,True
STFGAP_SITE_STOLLERY_INSPIRED_GEN_2026010312,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-03T12:00:00,109.2,88.4,0.0483,0.9432632881696434,True
STFGAP_SITE_STOLLERY_INSPIRED_GEN_2026010313,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-03T13:00:00,103.6,97.6,0.1001,0.7619511156321189,True
STFGAP_SITE_STOLLERY_INSPIRED_GEN_2026010314,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-03T14:00:00,95.2,79.3,0.118,0.8965227837170737,True
STFGAP_SITE_STOLLERY_INSPIRED_GEN_2026010315,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-03T15:00:00,103.6,85.4,0.1041,0.8709640638675651,True
STFGAP_SITE_STOLLERY_INSPIRED_GEN_2026010316,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-03T16:00:00,112.0,94.5,0.0241,0.9349321008880327,True
STFGAP_SITE_STOLLERY_INSPIRED_GEN_2026010317,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-03T17:00:00,100.8,94.5,0.0905,0.8608196643335909,True
STFGAP_SITE_STOLLERY_INSPIRED_GEN_2026010318,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-03T18:00:00,112.0,91.5,0.0324,0.7983302917960758,True
STFGAP_SITE_STOLLERY_INSPIRED_GEN_2026010319,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-03T19:00:00,106.4,106.8,0.0245,0.8485011005293447,True
STFGAP_SITE_STOLLERY_INSPIRED_GEN_2026010320,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-03T20:00:00,89.6,73.2,0.1816,0.8190567103694749,True
STFGAP_SITE_STOLLERY_INSPIRED_GEN_2026010321,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-03T21:00:00,109.2,100.6,0.0334,0.8266448300791108,True
STFGAP_SITE_STOLLERY_INSPIRED_GEN_2026010322,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-03T22:00:00,100.8,97.6,0.0652,0.836759129001445,True
STFGAP_SITE_STOLLERY_INSPIRED_GEN_2026010323,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-03T23:00:00,106.4,82.3,0.0719,0.8392715323082997,True
STFGAP_SITE_STOLLERY_INSPIRED_GEN_2026010400,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-04T00:00:00,106.4,94.5,0.0698,0.943215091994903,True
STFGAP_SITE_STOLLERY_INSPIRED_GEN_2026010401,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-04T01:00:00,98.0,70.1,0.0905,0.9228318991013835,True
STFGAP_SITE_STOLLERY_INSPIRED_GEN_2026010402,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-04T02:00:00,100.8,70.1,0.0898,0.8951052458776206,True
STFGAP_SITE_STOLLERY_INSPIRED_GEN_2026010403,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-04T03:00:00,100.8,82.3,0.0688,0.7577581666049333,True
STFGAP_SITE_STOLLERY_INSPIRED_GEN_2026010404,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-04T04:00:00,100.8,91.5,0.073,0.8070949565861304,True
STFGAP_SITE_STOLLERY_INSPIRED_GEN_2026010405,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-04T05:00:00,95.2,82.3,0.12,0.8500701858934357,True
STFGAP_SITE_STOLLERY_INSPIRED_GEN_2026010406,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-04T06:00:00,98.0,76.2,0.0984,0.8577349782953965,True
STFGAP_SITE_STOLLERY_INSPIRED_GEN_2026010407,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-04T07:00:00,100.8,82.3,0.0866,0.7758594427937566,True
STFGAP_SITE_STOLLERY_INSPIRED_GEN_2026010408,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-04T08:00:00,109.2,85.4,0.026,0.9268132437947816,True
STFGAP_SITE_STOLLERY_INSPIRED_GEN_2026010409,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-04T09:00:00,103.6,88.4,0.0648,0.9886438436037811,True
STFGAP_SITE_STOLLERY_INSPIRED_GEN_2026010410,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-04T10:00:00,106.4,82.3,0.0653,0.8337396943038622,True
STFGAP_SITE_STOLLERY_INSPIRED_GEN_2026010411,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-04T11:00:00,98.0,85.4,0.1133,0.8342630930670555,True
STFGAP_SITE_STOLLERY_INSPIRED_GEN_2026010412,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-04T12:00:00,103.6,94.5,0.0358,0.8348240398393849,True
STFGAP_SITE_STOLLERY_INSPIRED_GEN_2026010413,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-04T13:00:00,106.4,85.4,0.039,0.8527504763989723,True
STFGAP_SITE_STOLLERY_INSPIRED_GEN_2026010414,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-04T14:00:00,103.6,82.3,0.0829,0.8771294680925533,True
STFGAP_SITE_STOLLERY_INSPIRED_GEN_2026010415,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-04T15:00:00,109.2,109.8,0.0484,0.9649838858077965,True
STFGAP_SITE_STOLLERY_INSPIRED_GEN_2026010416,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-04T16:00:00,95.2,85.4,0.1368,0.7838389901673244,True
STFGAP_SITE_STOLLERY_INSPIRED_GEN_2026010417,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-04T17:00:00,92.4,79.3,0.1543,0.9780025916833005,True
STFGAP_SITE_STOLLERY_INSPIRED_GEN_2026010418,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-04T18:00:00,98.0,82.3,0.1156,0.7957397217557166,True
STFGAP_SITE_STOLLERY_INSPIRED_GEN_2026010419,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-04T19:00:00,98.0,76.2,0.1528,0.8410463913500719,True
STFGAP_SITE_STOLLERY_INSPIRED_GEN_2026010420,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-04T20:00:00,100.8,82.3,0.0725,0.8511079990736576,True
STFGAP_SITE_STOLLERY_INSPIRED_GEN_2026010421,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-04T21:00:00,103.6,100.6,0.0657,0.844185649140167,True
STFGAP_SITE_STOLLERY_INSPIRED_GEN_2026010422,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-04T22:00:00,100.8,88.4,0.1007,0.9107225825446296,True
STFGAP_SITE_STOLLERY_INSPIRED_GEN_2026010423,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-04T23:00:00,98.0,85.4,0.1196,0.9453491368741991,True
STFGAP_SITE_STOLLERY_INSPIRED_GEN_2026010500,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-05T00:00:00,109.2,91.5,0.0401,0.9410270605137304,True
STFGAP_SITE_STOLLERY_INSPIRED_GEN_2026010501,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-05T01:00:00,106.4,112.8,0.071,0.8319558664954705,True
STFGAP_SITE_STOLLERY_INSPIRED_GEN_2026010502,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-05T02:00:00,100.8,94.5,0.0811,0.8663172431433722,True
STFGAP_SITE_STOLLERY_INSPIRED_GEN_2026010503,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-05T03:00:00,109.2,109.8,0.0421,0.9243960989228573,True
STFGAP_SITE_STOLLERY_INSPIRED_GEN_2026010504,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-05T04:00:00,100.8,94.5,0.0961,0.7974730149240189,True
STFGAP_SITE_STOLLERY_INSPIRED_GEN_2026010505,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-05T05:00:00,106.4,94.5,0.0403,0.8709662119025648,True
STFGAP_SITE_STOLLERY_INSPIRED_GEN_2026010506,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-05T06:00:00,106.4,97.6,0.0651,0.8711783927848428,True
STFGAP_SITE_STOLLERY_INSPIRED_GEN_2026010507,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-05T07:00:00,112.0,109.8,0.0226,1.0,True
STFGAP_SITE_STOLLERY_INSPIRED_GEN_2026010508,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-05T08:00:00,112.0,118.9,0.0308,0.9348444672758245,True
STFGAP_SITE_STOLLERY_INSPIRED_GEN_2026010509,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-05T09:00:00,106.4,103.7,0.0317,0.7452239272651587,True
STFGAP_SITE_STOLLERY_INSPIRED_GEN_2026010510,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-05T10:00:00,103.6,103.7,0.0881,0.8335085787020677,True
STFGAP_SITE_STOLLERY_INSPIRED_GEN_2026010511,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-05T11:00:00,109.2,122.0,0.0437,0.8863795568318427,True
STFGAP_SITE_STOLLERY_INSPIRED_GEN_2026010512,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-05T12:00:00,103.6,103.7,0.0915,0.8714722787742092,True
STFGAP_SITE_STOLLERY_INSPIRED_GEN_2026010513,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-05T13:00:00,106.4,106.8,0.0462,0.9652585052556515,True
STFGAP_SITE_STOLLERY_INSPIRED_GEN_2026010514,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-05T14:00:00,103.6,115.9,0.0606,0.8562994920183217,True
STFGAP_SITE_STOLLERY_INSPIRED_GEN_2026010515,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-05T15:00:00,103.6,112.8,0.0582,0.8825238300663576,True
STFGAP_SITE_STOLLERY_INSPIRED_GEN_2026010516,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-05T16:00:00,109.2,125.0,0.0562,0.9398635321330836,True
STFGAP_SITE_STOLLERY_INSPIRED_GEN_2026010517,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-05T17:00:00,100.8,103.7,0.074,0.8496623924074873,True
STFGAP_SITE_STOLLERY_INSPIRED_GEN_2026010518,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-05T18:00:00,100.8,106.8,0.0689,0.7421495247141868,True
STFGAP_SITE_STOLLERY_INSPIRED_GEN_2026010519,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-05T19:00:00,100.8,103.7,0.064,0.8608121040490659,True
STFGAP_SITE_STOLLERY_INSPIRED_GEN_2026010520,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-05T20:00:00,106.4,103.7,0.038,0.9146813283370324,True
STFGAP_SITE_STOLLERY_INSPIRED_GEN_2026010521,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-05T21:00:00,103.6,112.8,0.0356,0.7841881549779984,True
STFGAP_SITE_STOLLERY_INSPIRED_GEN_2026010522,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-05T22:00:00,103.6,103.7,0.0486,0.966261528371804,True
STFGAP_SITE_STOLLERY_INSPIRED_GEN_2026010523,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-05T23:00:00,103.6,94.5,0.0386,0.775074202320224,True
STFGAP_SITE_STOLLERY_INSPIRED_GEN_2026010600,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-06T00:00:00,112.0,100.6,0.0307,0.835868918016904,True
STFGAP_SITE_STOLLERY_INSPIRED_GEN_2026010601,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-06T01:00:00,106.4,112.8,0.0594,0.8710549989930649,True
STFGAP_SITE_STOLLERY_INSPIRED_GEN_2026010602,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-06T02:00:00,109.2,109.8,0.0523,0.9274328374210014,True
STFGAP_SITE_STOLLERY_INSPIRED_GEN_2026010603,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-06T03:00:00,106.4,94.5,0.064,0.9364380211690241,True
STFGAP_SITE_STOLLERY_INSPIRED_GEN_2026010604,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-06T04:00:00,109.2,118.9,0.046,0.8428701907155686,True
STFGAP_SITE_STOLLERY_INSPIRED_GEN_2026010605,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-06T05:00:00,106.4,106.8,0.0204,0.8551106603292276,True
