workload_id,site_id,unit_id,ts_hour,acuity_weighted_workload_index,synthetic_demo
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010118,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-01T18:00:00,1.103,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010119,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-01T19:00:00,1.0,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010120,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-01T20:00:00,0.973,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010121,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-01T21:00:00,1.077,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010122,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-01T22:00:00,1.0,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010123,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-01T23:00:00,0.778,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010200,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-02T00:00:00,0.947,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010201,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-02T01:00:00,1.051,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010202,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-02T02:00:00,0.923,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010203,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-02T03:00:00,0.865,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010204,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-02T04:00:00,0.919,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010205,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-02T05:00:00,0.842,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010206,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-02T06:00:00,0.811,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010207,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-02T07:00:00,0.946,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010208,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-02T08:00:00,0.784,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010209,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-02T09:00:00,0.947,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010210,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-02T10:00:00,0.949,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010211,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-02T11:00:00,1.056,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010212,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-02T12:00:00,1.029,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010213,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-02T13:00:00,1.0,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010214,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-02T14:00:00,1.0,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010215,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-02T15:00:00,1.088,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010216,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-02T16:00:00,0.972,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010217,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-02T17:00:00,1.086,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010218,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-02T18:00:00,1.0,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010219,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-02T19:00:00,0.917,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010220,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-02T20:00:00,1.0,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010221,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-02T21:00:00,0.947,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010222,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-02T22:00:00,1.026,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010223,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-02T23:00:00,0.919,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010300,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-03T00:00:00,0.75,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010301,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-03T01:00:00,0.806,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010302,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-03T02:00:00,0.75,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010303,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-03T03:00:00,0.806,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010304,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-03T04:00:00,0.757,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010305,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-03T05:00:00,0.737,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010306,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-03T06:00:00,0.676,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010307,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-03T07:00:00,0.684,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010308,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-03T08:00:00,0.647,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010309,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-03T09:00:00,0.59,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010310,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-03T10:00:00,0.875,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010311,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-03T11:00:00,0.842,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010312,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-03T12:00:00,0.744,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010313,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-03T13:00:00,0.865,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010314,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-03T14:00:00,0.765,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010315,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-03T15:00:00,0.757,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010316,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-03T16:00:00,0.775,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010317,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-03T17:00:00,0.861,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010318,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-03T18:00:00,0.75,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010319,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-03T19:00:00,0.921,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010320,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-03T20:00:00,0.75,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010321,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-03T21:00:00,0.846,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010322,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-03T22:00:00,0.889,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010323,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-03T23:00:00,0.711,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010400,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-04T00:00:00,0.816,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010401,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-04T01:00:00,0.657,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010402,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-04T02:00:00,0.639,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010403,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-04T03:00:00,0.75,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010404,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-04T04:00:00,0.833,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010405,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-04T05:00:00,0.794,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010406,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-04T06:00:00,0.714,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010407,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-04T07:00:00,0.75,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010408,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-04T08:00:00,0.718,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010409,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-04T09:00:00,0.784,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010410,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-04T10:00:00,0.711,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010411,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-04T11:00:00,0.8,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010412,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-04T12:00:00,0.838,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010413,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-04T13:00:00,0.737,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010414,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-04T14:00:00,0.73,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010415,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-04T15:00:00,0.923,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010416,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-04T16:00:00,0.824,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010417,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-04T17:00:00,0.788,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010418,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-04T18:00:00,0.771,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010419,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-04T19:00:00,0.714,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010420,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-04T20:00:00,0.75,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010421,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-04T21:00:00,0.892,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010422,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-04T22:00:00,0.806,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010423,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-04T23:00:00,0.8,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010500,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-05T00:00:00,0.769,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010501,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-05T01:00:00,0.974,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010502,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-05T02:00:00,0.861,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010503,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-05T03:00:00,0.923,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010504,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-05T04:00:00,0.861,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010505,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-05T05:00:00,0.816,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010506,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-05T06:00:00,0.842,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010507,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-05T07:00:00,0.9,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010508,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-05T08:00:00,0.975,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010509,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-05T09:00:00,0.895,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010510,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-05T10:00:00,0.919,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010511,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-05T11:00:00,1.026,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010512,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-05T12:00:00,0.919,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010513,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-05T13:00:00,0.921,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010514,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-05T14:00:00,1.027,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010515,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-05T15:00:00,1.0,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010516,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-05T16:00:00,1.051,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010517,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-05T17:00:00,0.944,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010518,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-05T18:00:00,0.972,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010519,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-05T19:00:00,0.944,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010520,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-05T20:00:00,0.895,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010521,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-05T21:00:00,1.0,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010522,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-05T22:00:00,0.919,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010523,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-05T23:00:00,0.838,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010600,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-06T00:00:00,0.825,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010601,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-06T01:00:00,0.974,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010602,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-06T02:00:00,0.923,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010603,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-06T03:00:00,0.816,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010604,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-06T04:00:00,1.0,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010605,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-06T05:00:00,0.921,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010606,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-06T06:00:00,0.868,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010607,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-06T07:00:00,0.886,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010608,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-06T08:00:00,0.921,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010609,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-06T09:00:00,0.872,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010610,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-06T10:00:00,0.975,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010611,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-06T11:00:00,1.0,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010612,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-06T12:00:00,1.0,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010613,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-06T13:00:00,1.103,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010614,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-06T14:00:00,0.974,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010615,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-06T15:00:00,0.9,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010616,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-06T16:00:00,0.949,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010617,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-06T17:00:00,1.0,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010618,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-06T18:00:00,1.081,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010619,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-06T19:00:00,1.026,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010620,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-06T20:00:00,0.944,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010621,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-06T21:00:00,0.947,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010622,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-06T22:00:00,1.026,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010623,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-06T23:00:00,0.795,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010700,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-07T00:00:00,0.923,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010701,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-07T01:00:00,0.895,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010702,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-07T02:00:00,0.897,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010703,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-07T03:00:00,0.846,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010704,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-07T04:00:00,0.789,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010705,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-07T05:00:00,0.838,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010706,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-07T06:00:00,0.895,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010707,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-07T07:00:00,0.868,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010708,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-07T08:00:00,0.917,True
WORK_SITE_STOLLERY_INSPIRED_GEN_2026010709,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_GEN,2026-01-07T09:00:00,0.865,True
